Value (SOL)
2.152100
0.000077
1.045700
0.010000
0.258100
0.000072
0.050400
0.000405
0.589300
0.000067
0.215100
0.000405
0.017230
0.000082
1.184800
0.003005
0.000005
0.025660
0.000136
0.000405
0.000405
0.000405
0.000405
0.000405
0.000405
0.390700
0.000405
0.000405
0.000405
5.302100
0.000130
0.023240
0.000055
2.941600
0.000405
0.022250
0.000082
0.004860
0.000019
0.000014
0.000014
1.033200
0.000126
0.057060
0.000026
0.381800
0.000405
0.241800
0.000405
0.171100
0.000025
0.485100
0.000005
1.472100
0.000405
2.564100
0.000005
0.019180
0.000117
0.160400
0.002659
1.034000
0.020000
0.003005
0.003005
2.359800
0.000405
0.004756
0.000126
0.505100
0.000057
0.648700
0.000076
0.008563
0.000250
1.140600
0.000319
0.049710
0.000589
0.095210
0.000053
0.527200
0.000239
0.000304
0.000304
0.148300
0.000051
0.040110
0.000405
0.891500
0.000560
0.116100
0.000425
0.544500
0.000352
1.115700
0.000537
0.067890
0.000235
