Value (SOL)
0.100000
0.000089
0.013920
0.010000
0.019090
0.000005
0.467500
0.000405
0.040370
0.000437
1.004300
0.004333
0.060490
0.003005
0.202500
0.000025
0.320100
0.000025
0.804300
0.000005
0.018080
0.000090
0.072670
0.000275
0.321600
0.000534
0.015840
0.000383
2.873900
0.000473
0.356500
0.000115
0.089740
0.000304
0.047670
0.000141
0.339700
0.000405
2.002100
0.000108
0.055520
0.000129
0.200100
0.000173
2.717600
0.000405
0.449500
0.000111
0.175300
0.000025
0.444500
0.000405
0.015060
0.000076
1.302200
0.000005
0.315600
0.000307
0.000015
0.000015
0.254900
0.001813
0.032710
0.000421
0.116800
0.000430
3.612800
0.000341
0.455300
0.000415
0.375800
0.000827
0.374600
0.000380
0.319400
0.000405
0.171900
0.000405
0.124600
0.000405
0.122900
0.000405
0.095430
0.000281
0.010610
0.000057
0.014450
0.000405
0.091120
0.000405
0.121900
0.000461
0.082550
0.000025
0.061710
0.000025
0.998000
0.000089
6.326300
0.000405
0.650200
0.000258
0.448600
0.000282
0.755900
0.000405
0.000424
0.000389
0.011840
0.000365
1.976500
0.000005
2.002000
0.000045
0.226000
0.000156
1.002000
0.000030
1.920100
0.000163
0.000039
0.000039
0.358800
0.000105
1.800200
0.000257
0.001316
0.000405
4.434000
0.000148
0.587500
0.000253
0.660400
0.000154
1.649400
0.000192
0.302700
0.000238
2.641600
0.000166
0.500500
0.000505
0.216700
0.000025
0.515200
0.000405
2.210400
0.000405
0.224200
0.000414
0.050090
0.000091
0.156800
0.000025
0.500400
0.000405
0.932100
0.000133
1.302100
0.000071
0.003031
0.000405
0.059580
0.000075
0.024440
0.000405
3.000100
0.000127
2.002000
0.000026
0.020390
0.000005
0.043050
0.000005
2.344800
0.000005
1.054900
0.000143
2.344600
0.000005
0.439900
0.000005
0.352000
0.000021
0.441900
0.000005
0.041940
0.000405
0.204300
0.000505
0.082040
0.000324
0.517400
0.000116
0.068080
0.000065
0.348000
0.000105
0.204200
0.000145
0.344000
0.000005
0.487000
0.000405
1.500000
0.000013
0.300000
0.000021
0.091870
0.000084
0.088440
0.000094
0.000144
0.000144
0.504300
0.004333
0.250000
0.000016
1.583000
0.000336
0.000336
0.000336
1.060000
0.000305
0.456900
0.000072
0.463500
0.000669
0.016210
0.000061
0.200000
0.000016
0.064160
0.000405
0.288700
0.000197
0.400000
0.000019
1.458600
0.003005
0.067940
0.000091
0.095550
0.000157
0.235000
0.000081
0.000158
0.000158
0.020390
0.000005
0.003515
0.000005
0.292100
0.000405
0.077860
0.000025
1.478000
0.000005
0.358900
0.000005
1.480100
0.000005
0.000017
0.380800
0.000005
0.008174
0.000017
0.009069
0.000105
0.390400
0.000405
0.351800
0.000005
0.921800
0.000005
1.500000
0.000013
0.080350
0.000035
0.064020
0.000023
0.135200
0.000099
0.023130
0.000112
1.000400
0.000405
0.091990
0.000005
0.200000
0.000021
0.015330
0.000073
0.300000
0.000014
0.020390
0.000005
0.048550
0.000405
0.500300
0.000305
0.006643
0.000005
1.089700
0.000005
0.350800
0.000005
1.089700
0.000005
0.283400
0.000025
1.719100
0.000005
0.350800
0.000005
1.721200
0.000005
1.004000
0.000019
0.054270
0.000079
0.020900
0.000405
0.030930
0.000082
5.000800
0.000871
0.274700
0.000183
1.004300
0.004333
0.106200
0.000070
0.200000
0.000070
0.013280
0.000065
0.066630
0.000405
0.332200
0.000405
0.048180
0.000061
0.039090
0.000078
0.320800
0.000106
1.208900
0.000005
0.518800
0.000097
0.162400
0.000025
0.548900
0.000025
0.427700
0.000084
0.110700
0.000103
0.222300
0.000082
0.020390
0.000005
0.004078
0.000007
0.504300
0.004333
0.011460
0.000150
0.200000
0.000082
0.003455
0.000405
0.558900
0.000103
0.424800
0.000107
0.356200
0.000025
0.250000
0.000019
1.927100
0.001978
0.433000
0.000133
0.028020
0.000085
1.450000
0.000019
0.538100
0.000159
0.500000
0.000024
0.355200
0.003005
0.860800
0.003005
0.505500
0.000060
