ticker,text,username,timestamp,likes,retweets,replies,views
BEAN,510,"Hex Conference
@hexconference
·
15h",2025-01-12T14:13:12.000Z,14,4,0,510
BEAN,40,"Blake N. Behrens
@BNBehrens
·
4h",2025-01-13T01:52:56.000Z,3,0,0,40
BEAN,392,"bean
@beanNFT
·
12h",2025-01-12T17:46:18.000Z,33,14,11,392
BEAN,992,"tommy
@britreligion
·
48m",2025-01-13T05:04:43.000Z,27,11,0,992
BEAN,44K,"DJ Bean
@DJ_Bean
·
3h",2025-01-13T02:39:07.000Z,92,16,23,44000
BEAN,256,"James Baldolfini
@BoggisBvnceBean
·
2h",2025-01-13T03:49:26.000Z,6,0,1,256
BEAN,149,"Gempak Starz Novels
@KGSNovels
·
3h",2025-01-13T02:18:34.000Z,4,2,0,149
BEAN,107,"James Baldolfini
@BoggisBvnceBean
·
1h",2025-01-13T03:53:29.000Z,8,0,0,107
BEAN,1K,"James Bean
@PrgaviM
·
10h",2025-01-12T18:54:25.000Z,55,18,7,1000
BEAN,86,"(bean)
@ComDemirglo
·
20h",2025-01-12T09:09:23.000Z,10,14,214,86
BEAN,117,"BloomBeans
@Bloom_Beans
·
7h",2025-01-12T21:59:32.000Z,7,1,2,117
BEAN,326,"Nature Bean
@The_Nature_Bean
·
17h",2025-01-12T12:48:32.000Z,13,4,0,326
BEAN,19K,"Olympic Bean
@olympicbean
·
Jan 11",2025-01-12T00:39:24.000Z,175,20,21,19000
BEAN,183,"Isha
@_precious_bean_
·
42m",2025-01-13T05:10:42.000Z,35,4,21,183
BEAN,36,"NW Temper
@Ecrow69
·
5h",2025-01-13T00:07:30.000Z,4,0,0,36
BEAN,329,"James Bean
@PrgaviM
·
9h",2025-01-12T19:55:58.000Z,25,7,7,329
BEAN,593,"Vho-Tshinyadzo
@ReezaySA
·
9h",2025-01-12T20:05:26.000Z,6,8,0,593
BEAN,1K,"LeafGob’s Mean Bean Machine™ #thugtwt
@EnkiWoundJob
·
4h",2025-01-13T01:19:28.000Z,25,2,0,1000
BEAN,57,"STRICTLY FOR THE CULTURE
@alwaysSFTC
·
5h",2025-01-13T00:24:00.000Z,4,0,0,57
BEAN,204,"James Bean
@PrgaviM
·
20h",2025-01-12T09:51:22.000Z,12,6,4,204
BEAN,106,"Glitchy
@GlitchBeanChild
·
5h",2025-01-13T00:50:30.000Z,3,4,0,106
BEAN,1.3K,"Solvanna
@simplysavmarie
·
23h",2025-01-12T06:31:53.000Z,18,2,4,1300
