Value (SOL)
0.145700
0.000537
0.263300
0.000409
0.000015
0.000015
0.001005
0.001005
0.503000
0.003005
0.438000
0.000005
0.081850
0.000249
0.020390
0.000005
0.037510
0.000005
0.382400
0.000405
0.008152
0.000151
0.100000
0.000020
2.568800
0.000182
0.439900
0.000005
5.002000
0.000032
0.441800
0.000005
0.326900
0.000405
0.030020
0.000028
0.502800
0.000779
4.766800
0.000405
0.509100
0.000114
0.200100
0.000143
0.017370
0.000149
0.232700
0.000405
0.370000
0.000405
0.392500
0.000005
0.451900
0.000405
0.393000
0.000455
0.393000
0.000455
0.237800
0.000005
0.336400
0.000025
0.008606
0.000170
0.284300
0.000405
0.435500
0.000025
1.074100
0.000005
8.406600
0.000103
0.022430
0.000395
0.505000
0.003005
0.691500
0.000125
0.682700
0.000005
0.199200
0.000097
0.006995
0.000088
0.000089
0.608800
0.000256
0.004054
0.000015
0.098450
0.000405
0.794700
0.000080
0.202000
0.000021
0.462400
0.000405
0.219800
0.000405
0.283800
0.000455
5.002800
0.000779
0.554300
0.000405
0.011830
0.000124
0.020390
0.000005
0.002951
0.000005
0.439900
0.000226
1.347100
0.000005
0.325900
0.000226
1.795500
0.000005
0.385600
0.000005
1.797600
0.000005
0.386000
0.000405
0.386100
0.000455
0.386100
0.000455
0.500400
0.000405
0.272200
0.000234
0.553600
0.000376
0.045860
0.000405
0.228200
0.000208
0.071960
0.000326
0.130100
0.000158
0.046430
0.000405
0.054320
0.000035
0.631200
0.000095
0.080140
0.000146
0.139100
0.000005
0.020390
0.000005
0.020410
0.000005
0.630400
0.000078
1.647600
0.000005
0.000025
1.649600
0.000005
0.415600
0.000405
0.215000
0.003005
0.069080
0.000025
0.056250
0.001311
0.638900
0.000405
0.664100
0.000370
0.404400
0.000255
7.310600
0.000005
0.402500
0.000455
0.324600
0.000226
0.402500
0.000405
0.192100
0.000115
0.209500
0.000315
0.221000
0.000315
0.402500
0.000405
0.402500
0.000455
0.402500
0.000455
0.402500
