Value (SOL)
0.109900
0.001505
0.229600
0.002042
0.000405
0.000405
0.031290
0.002005
0.502400
0.000439
0.077580
0.001005
0.047440
0.000405
0.000055
0.000055
0.010620
0.001616
0.015130
0.001616
0.122000
0.008005
0.001005
0.001005
0.013130
0.001005
0.087210
0.002505
0.039300
0.000035
0.425600
0.010000
4.039000
0.001005
0.250000
0.000081
0.260000
0.003005
0.010890
0.000142
0.033310
0.001005
0.175100
0.001795
0.030090
0.000091
0.213100
0.000405
0.094040
0.001005
0.032490
0.000455
0.080540
0.000420
0.000174
0.000174
0.121000
0.000055
0.094800
0.001005
1.002300
0.000323
0.176400
0.001632
0.319700
0.000055
0.010200
0.000010
0.022940
0.000471
0.025330
0.000339
0.502300
0.000339
1.002800
0.000789
0.000974
0.000974
0.152300
0.000308
0.241500
0.000474
0.053500
0.001505
0.052880
0.000380
2.022000
0.008005
0.104000
0.001005
0.502000
0.000005
0.051240
0.000307
0.113200
0.000262
0.045930
0.000055
1.013000
0.001005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.000005
0.129000
0.000456
0.000123
0.000123
0.033350
0.000498
2.300300
0.000350
0.326000
0.000626
0.507000
0.000006
0.450000
0.000044
0.238900
0.000236
0.517800
0.000307
2.000200
0.000226
0.021330
0.000405
0.303500
0.000005
0.013230
0.000728
0.081750
0.000182
0.000182
0.000182
0.021990
0.000005
0.002039
0.000006
0.452800
0.000603
0.033310
0.001005
0.500000
0.000005
0.000005
0.000005
0.010200
0.000005
0.000005
0.000005
0.010200
0.000005
0.000005
0.000005
0.010200
0.000005
0.104800
0.000805
0.015500
0.001621
1.013000
0.000035
0.003054
0.000015
1.015000
0.000005
0.450000
0.000044
0.547300
0.001005
0.717800
0.001005
0.352300
0.000279
0.027270
0.000237
0.000455
0.000455
0.249200
0.001474
3.240200
0.000295
0.003606
0.000370
3.971100
0.000370
0.000405
0.000405
0.000402
0.000402
0.000897
0.000897
3.032000
0.000055
0.000116
0.000116
0.012830
0.000313
0.451500
0.001474
0.507000
0.000055
0.500500
0.000505
0.500500
0.000505
5.000400
0.000489
0.012160
0.000015
0.050290
0.000293
0.458500
0.002005
0.500500
0.000505
0.052540
0.000006
0.091560
0.001474
0.011480
0.000447
0.350000
0.000005
1.073400
0.000491
0.068610
0.001505
0.058530
0.001005
0.106000
0.001005
0.043400
0.001005
0.000915
0.000915
0.000653
0.000653
0.503800
0.000226
3.002200
0.000205
0.001404
0.000205
0.052530
0.000050
0.449500
0.001637
0.405700
0.000080
0.019150
0.001637
0.000116
0.000116
0.023670
0.001197
0.039080
0.000055
1.131200
0.003433
1.318300
0.000005
2.002000
0.000005
1.318200
0.000005
0.200400
0.000447
0.340000
0.000405
1.300100
0.000168
0.108000
0.003005
0.251600
0.001637
0.452100
0.001637
0.350000
0.000005
0.025240
0.001005
0.201500
0.000184
0.001637
0.001637
0.001637
0.001637
0.507000
0.000055
0.030640
0.000105
0.164200
0.000189
1.015000
0.000005
0.749800
0.000255
0.300400
0.000447
0.000405
0.000405
0.001637
0.001637
0.453200
0.001819
0.350900
0.000905
0.500900
0.000905
0.679500
0.000905
0.080270
0.001819
0.233600
0.000116
0.209800
0.000705
0.350900
0.000905
0.011540
0.000015
0.025690
0.001819
0.300900
0.000905
0.310400
0.000905
0.257500
0.001005
0.056200
0.000338
0.001819
0.001819
0.500500
0.000505
1.087800
0.000377
0.051720
0.000105
0.252000
0.000035
0.037660
0.001819
0.022540
0.000005
5.002100
0.000105
0.600000
0.000047
0.032230
0.000196
0.450000
0.000039
0.050200
0.000105
0.001819
0.001819
0.029600
0.000758
0.145400
0.000005
0.032330
0.002754
0.054320
0.000035
0.004051
0.000055
0.022200
0.000006
0.319600
0.000226
0.367400
0.000905
0.002631
0.002631
0.055290
0.005005
0.053520
0.005005
0.600000
0.000044
0.350900
0.000905
0.350900
0.000905
0.002429
0.002429
0.419200
0.001819
0.000311
0.000311
0.159000
0.000905
0.404900
0.000905
0.001819
0.001819
0.311800
0.000338
2.063000
0.001819
0.500000
0.000005
0.101600
0.001005
0.012250
0.000015
0.079150
0.010000
0.000055
0.000055
0.047390
0.000342
0.811800
0.000405
0.873800
0.000006
0.060170
0.000170
0.003192
0.000153
0.109500
0.007531
0.000436
0.000436
0.280300
0.000116
1.781500
0.010000
1.014000
0.000006
0.009078
0.000055
0.393100
0.000455
0.393100
