Value (SOL)
0.509100
0.000059
0.250000
0.000063
0.005237
0.000167
1.600000
0.000076
0.015030
0.000033
0.074140
0.000081
0.009044
0.000005
0.927100
0.000108
0.217700
0.000059
0.152000
0.000015
0.500500
0.000505
0.500500
0.000505
0.212000
0.000005
0.211500
0.000405
0.103000
0.001041
0.004078
0.000007
0.262100
0.000090
0.737200
0.000005
0.152400
0.000405
0.098810
0.000044
0.000015
0.000015
0.000131
0.000131
1.602400
0.000394
0.000024
0.500000
0.000018
0.466700
0.000268
0.329900
0.000065
0.659300
0.000005
0.008063
0.000064
0.012130
0.000096
0.041740
0.000115
0.093390
0.000044
0.538900
0.000025
1.770900
0.000005
0.195200
0.000130
0.026720
0.000405
0.367200
0.000124
0.091400
0.000251
0.000168
0.000168
0.046890
0.000405
0.247000
0.000105
0.016160
0.000128
0.023370
0.000131
0.351100
0.000005
0.519100
0.000172
0.000015
0.000015
0.350000
0.000005
0.154800
0.000025
0.286600
0.000110
1.438500
0.008580
1.022000
0.010000
0.022280
0.000045
0.100100
0.000405
0.010750
0.000117
0.000014
0.020090
0.000097
0.250300
0.000073
0.135300
0.002005
0.136300
0.003005
0.007454
0.000115
0.200000
0.000005
0.286700
0.000405
0.293700
0.000762
0.049870
0.000127
1.773900
0.000131
0.000023
0.065000
0.005005
0.102200
0.000170
0.092530
0.000174
0.730200
0.000005
0.119600
0.001375
1.021000
0.010000
1.607100
0.000116
1.038000
0.000099
0.177700
0.000108
0.500500
0.000505
0.500500
0.000505
1.200000
0.000031
0.200100
0.000105
2.532300
0.000205
1.022000
0.010000
0.046700
0.000596
0.154700
0.000405
0.500100
0.000159
0.007077
0.000405
0.034090
0.000405
1.304400
0.000023
0.043010
0.000113
0.358300
0.000028
0.367000
0.000156
0.000168
0.000168
2.802000
0.000005
0.253300
0.000096
0.048470
0.000086
0.502100
0.000092
0.038790
0.000236
0.000183
0.000183
0.045900
0.000405
0.231700
0.000088
0.049060
0.000065
0.249400
0.000079
0.100000
0.000014
0.046590
0.000025
0.100100
0.000185
0.252100
0.000080
0.256600
0.000115
2.022000
0.010000
0.453100
0.000005
0.702300
0.001073
1.395100
0.000005
0.500300
0.000377
0.293300
0.000100
2.039200
0.000162
4.848300
0.000102
24.510000
0.000005
0.210600
0.000146
0.342100
0.000087
0.870700
0.000110
0.072120
0.000082
0.215900
0.000405
0.045010
0.000018
0.084080
0.000006
0.846200
0.000405
0.006122
0.000005
0.052190
0.000157
0.094130
0.000405
3.059900
0.000023
0.165100
0.000099
0.032910
