wallet_address,ticker,unrealized,realized,total_profit,balance,position,bought_avg,timestamp
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"MemesAI
3d","+$29.6K
+18.5%","+$20K
+112.2%","+$49.6K
+27.8%","$220.7K
5M",100%,"$96.2K
$0.0291",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"GDOG
5d","$0
0%",HODL,"$0
0%","$0.009
5",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"STNK
8d","$0
0%",HODL,"$0
0%","$0.008
361.08",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"MemesAI
8d","$0
0%",HODL,"$0
0%","$5.26
100",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"pdb
9d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"PENGU
11d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"santahat
11d","$0
0%",HODL,"$0
0%","$0.004
1,000",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"hodl
12d","$0
0%",HODL,"$0
0%","$0.003
222.62",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"RICH
13d","$0
0%",HODL,"$0
0%","$0
19.88",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"ORACLE
15d",Sell All,"+$14.58
+1.7%","+$14.58
+1.7%","$0
0",0%,"$845.9
$0.0001",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"RURI
15d",Sell All,"+$4,686.34
+24.2%","+$4,686.34
+24.2%","$0
0",0%,"$4,584.01
$0.0044",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"b2
16d",Sell All,"-$798.22
-87.3%","-$798.22
-87.3%","$0
0",0%,"$914.12
$0.0001",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"Shoggoth
17d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"evelyn
17d",Sell All,"+$1,104.74
+93.7%","+$1,104.74
+93.7%","$0
0",0%,"$1,179.51
$0.0002",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"mockJUP
17d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"Burpcoin
17d",Sell All,"-$665.82
-30.4%","-$665.82
-30.4%","$0
0",0%,"$2,188.15
$0.0002",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"Aoi
18d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"ME
18d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"VOYAGE
20d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"M3M3
22d",Sell All,"$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"CHUUMP
22d","$0
0%",HODL,"$0
0%","$0.5
1,200",100%,"$0
$0",2024-12-28 22:31:09
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"CLAWDIA
24d","$0
0%","$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"PEELY
24d",Sell All,"-$2,700.75
-45.2%","-$2,700.75
-45.2%","$0
0",0%,"$5,980.42
$0.0004",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"AOI
24d",Sell All,"-$3,667.62
-43.6%","-$3,667.62
-43.6%","$0
0",0%,"$8,408.04
$0.0004",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"spitfire
25d",Sell All,"+$1,310.06
+163.9%","+$1,310.06
+163.9%","$0
0",0%,"$799.38
$0.0₄3881",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"JONESY
25d",Sell All,"-$4,168.19
-68.7%","-$4,168.19
-68.7%","$0
0",0%,"$6,070.64
$0.0032",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"Taper
25d",Sell All,"-$72.86
-2%","-$72.86
-2%","$0
0",0%,"$3,561.15
$0.0007",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"RAPR
26d",Sell All,"-$122.29
-1.1%","-$122.29
-1.1%","$0
0",0%,"$24.6K
$56.0508",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"AIDS
26d",Sell All,"-$6.52
-0%","-$6.52
-0%","$0
0",0%,"$7
$14.3639",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"reverie
27d",Sell All,"-$74.99
-5%","-$74.99
-5%","$0
0",0%,"$1,496.73
$0.0003",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"Wink
28d",Sell All,"-$943.08
-50.7%","-$943.08
-50.7%","$0
0",0%,"$1,861.01
$0.0001",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"XRP
28d",Sell All,"+$185.59
+4.6%","+$185.59
+4.6%","$0
0",0%,"$3,991.23
$0.0029",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"HER
28d",Sell All,"+$77.79
+44.5%","+$77.79
+44.5%","$0
0",0%,"$174.9
$0.0₄1717",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"TE
TEST88
29d",Sell All,"-$3,115.48
-58.9%","-$3,115.48
-58.9%","$0
0",0%,"$5,291.02
$1.9937",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"TEST
29d",Sell All,"+$91.34
+29.2%","+$91.34
+29.2%","$0
0",0%,"$313
$1.0008",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"early
30d","$0
0%",HODL,"$0
0%","$0.002
60.6",100%,"$0
$0",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"rizzcycle
30d",Sell All,"-$62.5
-26.8%","-$62.5
-26.8%","$0
0",0%,"$233.32
$0.0₄1205",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"pumpit
33d","$0
0%",HODL,"$0
0%","$0.003
442.87",100%,"$0
$0",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"Flower
40d",Sell All,"+$675.28
+21.6%","+$675.28
+21.6%","$0
0",0%,"$3,124.17
$0.0024",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"TrumpAI
40d",Sell All,"-$1,234.33
-73.6%","-$1,234.33
-73.6%","$0
0",0%,"$1,678.06
$0.0002",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"🌈
40d",Sell All,"+$227.07
+22.5%","+$227.07
+22.5%","$0
0",0%,"$1,009.28
$0.0₄4195",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"7STAR
41d","$0
0%","-$48.5
-1.1%","-$48.5
-1.1%","$0
0",0%,"$7,348.92
$2,615.3583",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"kat
42d",Sell All,"-$31.35
-2.8%","-$31.35
-2.8%","$0
0",0%,"$1,102.4
$0.0₄9226",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"BAPE
44d",Sell All,"-$44.26
-21.3%","-$44.26
-21.3%","$0
0",0%,"$207.73
$0.0₅908",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"choccy
48d",Sell All,"-$3.88
-0.4%","-$3.88
-0.4%","$0
0",0%,"$1,011.22
$0.0005",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"CATANA
66d","$0
0%","+$354.07
+29.1%","+$354.07
+29.1%","$0
0",0%,"$11.8K
$0.0024",2024-12-28 22:31:10
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"NEW
67d","$0
0%","-$534.07
-63.4%","-$534.07
-63.4%","$0
0",0%,"$842.98
$0.001",2024-12-28 22:31:11
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"POOR
88d","$0
0%","$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:11
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"COOL
146d","$0
0%","$0
0%","$0
0%","$0
0",100%,"$0
$0",2024-12-28 22:31:11
7JfkjvMnwTvZNGNam2RgJ1BBxMpsqaQRaWmvejig7uCa,"real
152d","$0
0%","$0
0%","$0
0%","$0
0",0%,"$0.18
$0.0019",2024-12-28 22:31:11
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"PEPITO
8h",Sell All,"+$493.74
+25.5%","+$493.74
+25.5%","$0
0",0%,"$1,937.6
$0.0004",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"mcore
9h",Sell All,"+$2,002.15
+51.6%","+$2,002.15
+51.6%","$0
0",0%,"$3,879.7
$0.0021",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"VOF
12h",Sell All,"+$1,807.66
+316%","+$1,807.66
+316%","$0
0",0%,"$572.1
$0.0₄2362",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"VOREST
12h",Sell All,"+$29.1
+5.1%","+$29.1
+5.1%","$0
0",0%,"$571.23
$0.0₅8093",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"ANDY70B
12h",Sell All,"+$22.8K
+164.9%","+$22.8K
+164.9%","$0
0",0%,"$13.8K
$0.0022",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"FAT
1d",Sell All,"+$17.98
+3.2%","+$17.98
+3.2%","$0
0",0%,"$555.49
$0.0₅7408",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"POWERPUP
1d",Sell All,"+$8.49
+1.5%","+$8.49
+1.5%","$0
0",0%,"$557.94
$0.0₄2459",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"vexbolts
1d",Sell All,"-$118.22
-10.4%","-$118.22
-10.4%","$0
0",0%,"$1,132.68
$0.0002",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"squAId
1d",Sell All,"-$1,180.54
-62.5%","-$1,180.54
-62.5%","$0
0",0%,"$1,887.5
$0.0002",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"morpheus
1d",Sell All,"-$29.68
-3.9%","-$29.68
-3.9%","$0
0",0%,"$754.8
$0.0₄293",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"SQUID
1d",Sell All,"-$349.48
-23.2%","-$349.48
-23.2%","$0
0",0%,"$1,506.05
$0.0₄8181",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"MORPHEUS
1d",Sell All,"+$101.32
+17.9%","+$101.32
+17.9%","$0
0",0%,"$565.11
$0.0₄9875",2024-12-28 22:31:23
EAnB5151L8ejp3SM6haLgyv3snk6oqc8acKgWEg9T5J,"Tardi
2d",Sell All,"+$4.52
+0.8%","+$4.52
+0.8%","$0
0",0%,"$570.45
$0.0₅7075",2024-12-28 22:31:23
