ticker,display_name,handle,post_text,timestamp,comments,likes,views
BEAN,Paul Bean,pbeanVT,"Never had a puppy or pet dog in my entire life not gonna lie this is incredible.

Franklin is his name and he’s a “Bernedoodle”",2025-01-14T14:17:46.000Z,2,8,122
BEAN,Judy Stevens,JudeStevens,"Good morning lovely treepeople from this gnarly, twisty lucky bean tree (Erythrina abyssinica) for  #ThickTrunkTuesday  Happy trunking tree friends. #trees #nature",2025-01-14T06:20:52.000Z,4,124,661
BEAN,Mike Ott (Lover of beer and green bean casserole),DustyBottoms04,Sam Darnold when the lights are bright,2025-01-14T03:20:03.000Z,1,18,791
BEAN,Bean,Bean_B4ked,"felt like singing 

#youtaite #youtaiteworks #cover",2025-01-14T17:53:22.000Z,5,29,153
BEAN,손탶,hand_bean,"250111 하얼빈 무대인사 #현빈

인사해주다가 옆에분들이 방방 뛰니까 같이 뛰어줌ㅜㅠ 너무 커엽다",2025-01-12T03:13:25.000Z,0,724,25000
BEAN,Isha,_precious_bean_,"Kyu Kejriwal ji is baar kya kahege, purani baatein ya naye jhoot?",2025-01-12T09:09:21.000Z,5,52,9500
BEAN,Solvanna,simplysavmarie,Sometimes ya just gotta flick the bean,2025-01-12T06:31:53.000Z,4,18,1600
BEAN,PAWS,phillypaws,"Dragonfruit could really use a foster home!

This little bean is completely blind, so he’s understandably a bit overwhelmed at the shelter. 

He’s friendly & inquisitive w/ people & is all purrs if he grants you petting access",2025-01-14T00:47:10.000Z,1,14,418
BEAN,Paul Bean,pbeanVT,gm,2025-01-12T13:48:59.000Z,3,26,467
CALEB,rae,r4fayelz,"i NEED him and zayne to interact 

#caleb #ladsedit #ladstwt #LoveandDeepspace",2025-01-12T00:15:13.000Z,15,7100,62000
CALEB,ᕱ⑅ᕱLittleBunny,LittleBunnyCC,To those who said Caleb was not good-looking better look at thess photos again.,2025-01-12T06:02:08.000Z,49,6200,88000
CALEB,七酥Sussii,sussii4570,"好看，再单独发一次，都给我吃！
#夏以昼 #Caleb",2025-01-13T02:36:31.000Z,2,3900,51000
CALEB,문 ₊˚⊹ ᰔ,taraffic,"I just noticed this... Caleb was already there, standing silently when we arrived. Was he taking a moment to prepare himself before meeting us after such a long time apart?",2025-01-12T13:04:04.000Z,38,6900,127000
CALEB,Caleb,JonJonLiddell,"J. Cole: “Be Free” 

Upon the release of 2014 FHD, J. Cole debuted this verse to speak directly to his community instead of promoting songs that were actually on the Album. 

“This was THE most  important thing I’ve ever done on stage.”",2025-01-14T00:17:55.000Z,5,784,19000
CALEB,_棉子,Petrichor_mian,"#夏以昼 #Caleb #マヒル #하우주 #LoveandDeepspace #恋と深空

“One Shot, One Kill.”",2025-01-12T11:16:09.000Z,3,7100,79000
CALEB,zey ₊˚ ✦,zysilka,obsessed with this ult #caleb,2025-01-12T03:04:41.000Z,12,3200,36000
CALEB,rinnie★彡 exam week bleh,rinnielog,chibi #caleb on ur feed say hiii ^_^,2025-01-13T18:59:26.000Z,33,2000,23000
CALEB,Re ❆ | zayne's professional glasses remover,jasmineflakee,"Caleb core

Dw caleb, i'm also a gemini
#Caleb #LoveandDeepspace",2025-01-13T12:09:25.000Z,9,1100,18000
CALEB,CHICAGOOO,TheChiTownProdz,"I do not care about how wrong I am or the shame that comes with it. 

Jayden daniels is not better than Caleb Williams.",2025-01-13T04:55:25.000Z,31,620,36000
CALEB,Caleb & Brown,calebandbrown,"This Week in #CryptoNews
 https://calebandbrown.com/blog/weekly-rollup-january-14-2025/…

 Markets under pressure: Renewed inflation concerns and a strong U.S. dollar led to a tough week for crypto, with $BTC dropping over 7% to $94,554.

 
@Ripple
's momentum continues with a 4.7% gain, fueled by optimism",2025-01-14T02:31:37.000Z,1,12,739
Weapon,ADHDDude A-Grade SEND Education Rights Weapon,DudeAdhd,It seems that autistics and people with ADHD are stuck in the middle of ideologues - all pushing a narrative that is harmful. And now we have depression in their sights too.,2025-01-14T17:23:26.000Z,1,7,201
Weapon,Keith Smith,KeithSmithNBA,"Aaron Wiggins is on a heater right now. He's using his jumper to open up the rest of his game too. This is a good job to lift the defender before using the rim to protect his reverse against the shot blocker.

Wiggins has become the Thunder's best bench weapon this season.",2025-01-13T15:13:05.000Z,4,171,28000
Weapon,Children of God,progenyofgod,My ultimate weapon of choice,2025-01-14T16:00:28.000Z,1,11,98
Weapon,Helmet,Helmet_MGNRa,"GN X fam!

Ending my day today with a weapon match-up for the bro 
@TeviLawson13
 - red, black and blue goes haaaard, thought the 'Hyperion Hammer' would wear it well.
@RTFKT
 @RTFKTcreators",2025-01-14T10:32:58.000Z,4,13,513
