Value (SOL)
1.200000
0.000072
0.046890
0.000091
0.127600
0.000405
0.069050
0.000042
0.308900
0.000099
2.534700
0.000109
0.017990
0.000129
0.095770
0.000262
1.832300
0.000072
0.009268
0.000099
0.299400
0.000046
0.450700
0.000762
0.100000
0.000074
0.000015
0.000015
3.047900
0.011000
0.049080
0.000405
1.009000
0.000035
0.124300
0.000061
0.077370
0.000735
0.057530
0.000499
0.000050
0.000050
0.000499
0.000499
2.032000
0.010000
4.045500
0.007505
0.018800
0.000106
1.030000
0.000055
0.018630
0.000405
0.054730
0.000136
0.002228
0.000136
3.832700
0.000102
0.003674
0.000211
0.055290
0.000258
0.208100
0.000005
0.209800
0.000405
0.233500
0.000142
0.104000
0.001005
0.000005
0.000005
0.053260
0.000405
0.280000
0.000099
0.052440
0.000405
0.500500
0.000505
0.500500
0.000505
0.300400
0.000405
0.018140
0.003005
0.030240
0.000405
0.095520
0.000095
0.010430
0.000122
1.002100
0.000065
0.490700
0.000077
0.400000
0.000005
